nr_testu;najlepsza_ocena;najlepsza_ocena %;liczba wykonanych iteracji;ILS BF improved;Plateau size;ILS TIME;PX TIME;SLIDING TIME;ILS BF MASK TIME;TIME SUM
0;426;1;66;0;180;0.278257;0.610938;6.71716e-05;6.63952e-05;0.55257
1;418;0.981221;3873;0;0;0.182128;0.260356;0.556497;6.15575e-07;3600.52
2;419;0.983568;3821;0;0;0.179923;0.266677;0.552402;6.02659e-07;3602.65
