nr_testu;najlepsza_ocena;najlepsza_ocena %;liczba wykonanych iteracji;ILS BF improved;Plateau size;ILS TIME;PX TIME;SLIDING TIME;ILS BF MASK TIME;TIME SUM
0;425;0.997653;6343;0;0;0.385453;0.612881;1.02423e-06;9.74913e-07;3600.15
1;419;0.983568;3503;0;0;0.143825;0.228055;0.627209;5.48018e-07;3601.41
2;419;0.983568;3722;0;0;0.145234;0.228375;0.625516;5.5727e-07;3601.29
