nr_testu;najlepsza_ocena;najlepsza_ocena %;liczba wykonanych iteracji;ILS BF improved;Plateau size;ILS TIME;PX TIME;SLIDING TIME;ILS BF MASK TIME;TIME SUM
0;425;0.997653;6420;0;0;0.41222;0.586032;1.06127e-06;1.02964e-06;3600.71
1;419;0.983568;3791;0;0;0.17412;0.271208;0.553672;6.02559e-07;3601.06
2;419;0.983568;4107;0;0;0.17649;0.273579;0.548982;6.12686e-07;3600.03
