nr_testu;najlepsza_ocena;najlepsza_ocena %;liczba wykonanych iteracji;ILS BF improved;Plateau size;ILS TIME;PX TIME;SLIDING TIME;ILS BF MASK TIME;TIME SUM
0;425;0.997653;6374;0;0;0.402435;0.595837;1.04153e-06;1.00255e-06;3600.57
1;419;0.983568;3775;0;0;0.173151;0.27555;0.550306;5.87624e-07;3601.94
2;419;0.983568;4091;0;0;0.175866;0.275903;0.547282;6.01285e-07;3600.23
