nr_testu;najlepsza_ocena;najlepsza_ocena %;liczba wykonanych iteracji;ILS BF improved;Plateau size;ILS TIME;PX TIME;SLIDING TIME;ILS BF MASK TIME;TIME SUM
0;425;0.997653;6047;0;0;0.369456;0.628897;1.00118e-06;9.53674e-07;3601.25
1;419;0.983568;3778;0;0;0.170521;0.282829;0.545632;6.25305e-07;3600.46
2;419;0.983568;4095;0;0;0.173969;0.284018;0.541068;5.99743e-07;3600.93
